,Text,Label
34567,Gastrointestinal haemorrhage necessitated the use of misoprostol.,Not ADE-related
34568,"RESULTS: High-contrast round bodies suggestive of Acanthamoeba cysts, as previously described, and irregular forms suggestive of Acanthamoeba trophozoites were found by tandem scanning confocal microscopy.",Not ADE-related
34569,"CASE HISTORY: A 58-year-old male Caucasian developed delayed onset diffuse lamellar keratitis, seemingly in the absence of an epithelial defect, 25 days following an enhancement LASIK procedure to his right eye.",Not ADE-related
34570,This is largely a result of the low levels of compliance.,Not ADE-related
34571,Therefore long-term suppressive antibiotic treatment was not indicated.,Not ADE-related
34572,Death ensued after three days due to cerebral edema with herniation.,Not ADE-related
34573,Antivenin reactions developed in three.,Not ADE-related
34574,Acute colonic diverticular perforation presenting as left ear pain and facial swelling due to cervical subcutaneous emphysema in a patient administered corticosteroids.,Not ADE-related
34575,A 63-year-old woman with seropositive rheumatoid arthritis was successfully treated with auranofin for 12 months.,Not ADE-related
34576,"In conclusion, the in vitro susceptibility assay as well as nucleotide sequence of clinical isolate is important to choose appropriate antiviral agents for patients who have persistent CMV reactivation after stem cell transplantation.",Not ADE-related
34577,IL-2 was part of the regimen.,Not ADE-related
34578,Possible reasons and clinical significance of this complication are discussed.,Not ADE-related
34579,The patient was admitted to our hospital due to diabetic ketoacidosis.,Not ADE-related
34580,We report an unusual case of a leiomyosarcoma of the urinary bladder after chemotherapy for retinoblastoma and the results of a review of the published reports of bladder sarcomas.,Not ADE-related
34581,The development of a rifampin-impregnated silicone catheter yielded excellent results in infection prevention and treatment in vitro as well as in an animal model.,Not ADE-related
34582,"Histopathology of the lesions was compatible with pemphigus foliaceus, although apoptotic cells suggestive of erythema multiforme were seen in two cases.",Not ADE-related
34583,The patient was ultimately treated with a combination of leflunomide and foscarnet.,Not ADE-related
34584,Desensitization to pancreatic enzyme intolerance in a child with cystic fibrosis.,Not ADE-related
34585,Recent studies have reported that patients with GD are at an increased risk of developing malignancies.,Not ADE-related
34586,Isoniazid was stopped and patient was continued on R & E till completion of the treatment up to nine months.,Not ADE-related
34587,"IMPLICATIONS: Switching from bupivacaine to lidocaine may improve intrathecal morphine analgesia in advanced cancer patients, possibly because of different spinal mechanisms limiting the hyperalgesic processes.",Not ADE-related
34588,"Additionally, irregularities in the cone photoreceptor density and mosaic were seen in areas with normal HVF 10-2 and SD-OCT findings.",Not ADE-related
34589,"However, clozapine must be used cautiously due to its side effect profile.",Not ADE-related
34590,"This pediatric case report describes a massive overdose without significant side effects, thus suggesting a beneficial therapeutic index in pediatric patients.",Not ADE-related
34591,Single drug level measurements may therefore be of little diagnostic value.,Not ADE-related
34592,Both were suffering from acute and chronic GVHD and treated with heavy immunosuppression including steroids and cyclosporine.,Not ADE-related
34593,"After the remission of the hypoalbuminemia and thrombocytopenia, the macular edema observed by OCT disappeared and visual acuity returned to normal.",Not ADE-related
34594,Cornea transplantation was required in two of six eyes for dense central corneal scarring.,Not ADE-related
34595,A 57-year-old woman received 400 mL (62.4 mg) of a cisplatin solution concentrated to deliver cisplatin 100 mg/m2 during her first attempted therapy.,Not ADE-related
34596,We present a case of hemorrhagic stroke after cesarean delivery under combined spinal-epidural anesthesia in an 35-year-old Hispanic patient treated with anticoagulants for protein C deficiency.,Not ADE-related
34597,Myotonia associated with sarcoidosis is rare.,Not ADE-related
34598,"Five patients were infected with a nontyphosal Salmonella species, Salmonella oslo.",Not ADE-related
34599,The challenge test for Stevens-Johnson syndrome type drug allergy is very risky.,Not ADE-related
34600,"On a compassionate basis, she then received oral posaconazole, 800 mg/d, in divided doses for 6 months.",Not ADE-related
34601,"Although evidence of congestive heart failure was evident, dialysis was avoided without significant sequelae.",Not ADE-related
34602,We report a case of severe hyperphosphatemia resulting in transient acute renal failure corrected rapidly by hemodialysis.,Not ADE-related
34603,"An infection had spread up the right leg, after she had been swimming on holiday in the Canary Islands.",Not ADE-related
34604,The resulting pneumonitis may be severe and irreversible.,Not ADE-related
34605,Pathology revealed the sarcoma adjacent to the recurrent ependymoma.,Not ADE-related
34606,We report two patients with acquired fistulas between the internal mammary and pulmonary arteries after coronary bypass surgery.,Not ADE-related
34607,Cyanoacrylate glue for type iii lad perforation.,Not ADE-related
34608,CASE REPORT: We present cases of 10 patients with Type 2 diabetes mellitus who developed acute renal failure and severe lactic acidosis.,Not ADE-related
34609,"The present patient was a 66-year-old Japanese woman who developed a cardiac arrhythmia and was given amiodarone as an anti-arrhythmic agent for approximately 3 months, until the day before her death.",Not ADE-related
34610,"In each case, renal dysfunction and BK viral load progressed despite reduced immunosuppression, and persistent BK virus infection was documented in serial renal allograft biopsy specimens.",Not ADE-related
34611,"The acronym 'EMPACT' is suggested (E: erythema; M: multiforme; associated with P: phenytoin; A: and; C: cranial, radiation; T: therapy) to best describe this disorder.",Not ADE-related
34612,"Seven years after the transplantation, cholelithiasis, cholecystitis, cholangitis and subsequently secondary chronic biliary sclerosis were detected.",Not ADE-related
34613,Two other cases of shunt infection during the same time period were treated for only 2 days with intraventricular vancomycin and did not manifest CSFE.,Not ADE-related
34614,Eyelid necrosis following intralesional corticosteroid injection for capillary hemangioma.,Not ADE-related
34615,The case of a pregnant woman with a breast mass that proved to be a granulocytic sarcoma is presented.,Not ADE-related
34616,The etiology of the chorioretinitis was confirmed by serology to be syphilis.,Not ADE-related
34617,"Recently, atypical antipsychotics have been more widely used in the treatment of behavioral and psychological symptoms with dementia (BPSD) than conventional neuroleptics because of a reduced tendency for movement disorders and psychomotor retardation.",Not ADE-related
34618,CASE REPORT: A 37-year-old white female patient admitted with epigastric pain and heartburn symptoms.,Not ADE-related
34619,We recommend following daily cell counts and vancomycin peak and trough levels to calculate the amount and frequency of intraventricular vancomycin required to maintain safe and effective concentrations and to monitor for CSFE.,Not ADE-related
34620,Hydatid disease: the alveolar variety in Australia.,Not ADE-related
34621,Continuous infusions of thrombolytic agents were used in both patients for approximately 24 h.,Not ADE-related
